gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
1500011K16Rik	-2.4255171974208083	-0.9450791457546351	-3.7599736315237267	0.0056527619132862176	0.011288457453805049	-2.044063328150788
Brsk1	-1.6639790518314117	1.6023783736601263	-3.7607171795453294	0.005646795724286071	0.011278801363357658	-2.5107181842208455
Cdkl3	-1.6230149955043487	1.0751795783620464	-3.7610171421572507	0.005644390748703767	0.011277415045153056	-2.400729874964611
1700019D03Rik	-3.281662597352928	-1.610419173367903	-3.7623303375486357	0.005633874991349016	0.011258293999161026	-1.971528406304957
Kcnk5	-3.796970128748737	-0.7014237598198108	-3.763512850056646	0.005624423653007597	0.011243181331885232	-2.0720567128652263
Pfdn2	-0.8261052890711515	3.424333767663838	-3.7652535571959067	0.005610541758599663	0.011217431033388561	-2.8446449572411163
Naa15	-0.7104651605834738	6.731154134753246	-3.76902478620961	0.005580592376496244	0.011164935781308062	-3.2801989820809316
Ncdn	-0.6240387689723628	5.341050676151845	-3.772364773942523	0.00555421059934827	0.011115890300191715	-3.179317317326383
Ccnh	-0.49940405344346317	6.328849641160984	-3.7724198346643694	0.005553776807940266	0.011115890300191715	-3.2631606211441593
Xpnpep1	-0.4400137531251813	6.8335831922146	-3.7727865979353385	0.005550888218719615	0.01111297715353552	-3.2757789713935095
Aamdc	-1.3062207379744748	1.7390630820795925	-3.772911844961673	0.005549902154674852	0.011112871687446818	-2.5188547274875157
Gm42641	-1.581696890771491	2.4478263213078124	-3.773282123111676	0.005546988068501062	0.011108904952661671	-2.6457426391516368
Rpl24	-1.0060356047431993	4.418195742767395	-3.7755356068030363	0.005529288454157488	0.011075321052355156	-3.0273394769271755
Tspan9	-1.0819399531730434	1.45206771326269	-3.7778554509850597	0.005511130770424687	0.011044524987826347	-2.455260465828645
Cope	-0.7705176130954596	7.431967141410695	-3.779944466462765	0.00549483443519644	0.011015574808124064	-3.2609822007642233
Pms2	-0.9195190402883195	5.308108041636331	-3.784489135429214	0.005459559595229056	0.010948545821256046	-3.156849725604318
Vwa8	-0.7249931450123626	5.322340466886924	-3.7850723216940416	0.005455050601522011	0.010941346438969183	-3.157771684008126
Gm5134	-4.889757705153061	-0.2946765476426692	-3.786659295719114	0.005442800849032859	0.010918616159829017	-2.0999658636612573
Slc12a7	-1.7359122318873617	2.482531386453277	-3.7903603047398615	0.005414347310044374	0.010870694616085719	-2.6265095054992775
Elane	-0.7859317085728925	10.987264266436592	-3.7905973945738527	0.005412529989567768	0.010870164002381858	-3.0813701002581286
Chmp2b	-0.46169953489021065	5.629679136823657	-3.790649158241502	0.005412133302079632	0.010870164002381858	-3.1841527235186886
Ccdc28a	-1.09945871183867	1.719581721507798	-3.790673164059166	0.005411949345632152	0.010870164002381858	-2.48881569843605
St5	-2.9102343180710677	0.3657547772754833	-3.7924569002222506	0.005398299303755084	0.010849451639180963	-2.207490955479865
BC085271	-2.3051581456844916	0.09486540922944885	-3.7927095938952315	0.005396368549244635	0.01084740232100399	-2.1569076432027554
Egf	-2.196009784183091	0.2870491686211236	-3.7929263820319523	0.00539471272734616	0.010845905054336946	-2.1918185181034913
Snapc1	-0.9002723214208155	3.71935464705764	-3.7953111653055185	0.005376533696012834	0.010814835307438554	-2.8602782888396385
Angptl3	-2.1092668673363657	-0.8720408957322999	-3.795895883444915	0.005372086455799759	0.010807715671299753	-2.002959841363391
Lyplal1	-3.8272973943389035	-0.8244875564828915	-3.797986515783301	0.005356217760367527	0.010777611738201078	-2.006331585493025
Ppih	-0.747570729337173	3.8105083792951717	-3.798077800900482	0.005355526016687213	0.010777611738201078	-2.8748943227128665
Top3b	-0.6900101646620556	7.285142217217497	-3.800913545876829	0.005334084798890788	0.010736705598578821	-3.231726776701392
Spocd1	-3.4093685732493064	-0.8872522386601858	-3.8029017643377507	0.005319106625557565	0.010713801976634811	-1.9910948383399525
Gm4724	-2.3525033670397217	1.7986425442048717	-3.8033051455101092	0.005316073269784791	0.010709503950940393	-2.4846864302701457
Slc2a8	-1.6388975442730027	2.9673570320889686	-3.803943650869739	0.005311275609237859	0.010703522911130175	-2.695907523467721
Slc29a2	-4.142915376580965	0.8353625875968961	-3.806296618834089	0.005293635668288899	0.01067152493509103	-2.2826528612112034
Hist1h2ac	-1.737212579099313	0.2340842475137475	-3.806918811116126	0.005288981662644459	0.010663948463242156	-2.161624260383352
Saysd1	-1.6492619552293193	1.193865232253505	-3.809484623981219	0.005269835618870002	0.010630745997673033	-2.3546330685092887
Nup62	-0.416313369781224	7.70697569714857	-3.8100552942609043	0.005265587392651749	0.010625504826033107	-3.2090631385874326
Rsg1	-1.1511785122691836	1.9319664001981838	-3.8120541411153495	0.0052507363419360825	0.010597604151057975	-2.496028386118721
Brf2	-0.8528432522924181	2.5919643467255167	-3.813751869719014	0.005238157792575294	0.010574009270668268	-2.6113608922225433
Zfp362	-1.511333008872777	2.6723357317906293	-3.815228824365532	0.005227241232148727	0.01055376193148427	-2.6238509886883
Lss	-1.0755613802921933	3.6657169316837592	-3.81524901163019	0.005227092191771373	0.01055376193148427	-2.8192878632832015
Rgs7bp	-1.9100001155004924	-1.1491144379654457	-3.818301769175567	0.0052046063468811354	0.010516979491847725	-1.93702057372753
Jmjd4	-0.8256173612697535	3.723350532400252	-3.818785126175461	0.0052010555775466386	0.010513373125003441	-2.825880357643765
Tor1b	-0.51756998659509	6.0445370763086075	-3.819944116026409	0.005192552141131455	0.010497966682341842	-3.1754020047516516
Rps6-ps4	-1.6345494551314292	5.343665653852751	-3.821555465844236	0.005180754518698458	0.010477673398950883	-3.105460973372703
Spred1	-1.9535764113752967	2.564987469150649	-3.82285526202786	0.005171258895189393	0.01046202351845793	-2.592897648811867
Rfk	-0.55719836713335	6.119596963941432	-3.8242728927120577	0.005160923699641262	0.010442888777690154	-3.1736479738403887
Ctr9	-0.5120602907001519	6.981477017270308	-3.827801311400606	0.005135295879275867	0.010392798357752588	-3.1933876006505733
Nnt	-0.4581429363443945	6.708632958853554	-3.8287358814859918	0.005128530730293467	0.010380871621025845	-3.1897746995254757
Mtg1	-0.8669091447870714	4.1544070828209065	-3.830515460561737	0.005115675148747426	0.010358372163433138	-2.8946849415062195
Dmkn	-1.0515219505268254	2.1273677071918664	-3.8322295570936706	0.0051033252685908255	0.010335123430488582	-2.5008483429282222
Fgf3	-1.6067844267258247	1.6657391085444677	-3.8341972103077753	0.005089187934138653	0.010310000262694368	-2.4139561978457813
Nudt13	-0.7946811958080322	3.1137553269875937	-3.841364331173894	0.005038047074096691	0.010211608523015867	-2.668274881705096
Rpl35	-1.296808119761629	3.054868901592921	-3.8444566062062693	0.0050161526224499	0.010168961880280693	-2.652196592342978
Zmiz2	-0.7985173748306567	4.921955557972022	-3.84990731484382	0.0049778076552925545	0.010092945835135075	-3.0032504649053218
Sec63	-0.7163426010030909	4.677173085966783	-3.852225789426715	0.004961592921659987	0.010063496648259593	-2.9587134056007622
Car13	-2.5927738672073257	1.3417447738737567	-3.852821024479858	0.004957439167400265	0.010056784925382102	-2.321903447005404
Mrpl39	-0.6765619785766805	5.170791822721279	-3.854814279369618	0.004943556688649699	0.01003204123658826	-3.032859479957424
Krba1	-4.326939134839799	0.40380770996156534	-3.856057074393983	0.004934922069034955	0.010016226074655672	-2.1224836867351264
Mfhas1	-1.7979421809421474	0.1623838262124718	-3.856631251030103	0.0049309383027370274	0.010009846791540843	-2.0767040647627377
Taco1	-0.73155133668106	3.0845940884405008	-3.8566887743010883	0.004930539383540932	0.010009846791540843	-2.639732061063861
Slc35b4	-0.47202288511302193	6.732440471200792	-3.85812118705153	0.0049206168743912175	0.009992301638495963	-3.1459084363064136
Hyi	-1.3619217649839925	1.1936625353618542	-3.8606323981993054	0.004903273048440746	0.009960479255201419	-2.279367342811386
Gtf3c1	-0.4644788458005289	6.130620458255415	-3.8614443764941164	0.0048976791135176894	0.009950813570911538	-3.1184481624558558
Zwint	-0.49135112427488803	6.587326280433515	-3.862141552269483	0.004892881546770531	0.009944460173412417	-3.136989815879695
2810006K23Rik	-0.719081860004672	4.205023655965893	-3.862222715612955	0.004892323354584114	0.009944460173412417	-2.8569384920598218
P3h3	-1.925714861782258	-0.5563355002760382	-3.862661994012519	0.004889303449809208	0.009942279568476249	-1.952148828334824
Pdcd2l	-0.9067096475146728	4.343905678872823	-3.867458007695998	0.004856462132216448	0.009885627995583695	-2.8754287994319956
Ikbkb	-0.4340933573123982	7.286793315418741	-3.8674878118684917	0.004856258785859872	0.009885627995583695	-3.131511663535143
Mapk8ip3	-0.5521077367796776	5.459831889217272	-3.868186559873614	0.0048514940212725215	0.00987889307632472	-3.0491543146995044
Gm14391	-2.071408324094356	3.0191828509592127	-3.8702565072134383	0.004837408461868764	0.009853581718906674	-2.6068678421600593
Tubb2a	-1.2702207793436657	3.059355386421097	-3.8703427192161146	0.00483682275990239	0.009853581718906674	-2.614499666567884
Cd68	-0.862004008455588	4.364335627908038	-3.872033231774348	0.004825353219087712	0.00983575679275095	-2.8724088081073917
Ccs	-1.2076211540637236	3.5250169050202516	-3.872260157348594	0.004823815831017586	0.00983575679275095	-2.7050125284759767
Zfp383	-3.5030631271656207	-0.6505084637089817	-3.8725725387090812	0.004821700352066944	0.009833361492242041	-1.9248807711729627
Gm16580	-1.451754486544099	2.0243832246124316	-3.8729599378058186	0.004819078228042872	0.009829697684269048	-2.42233599572247
Ehbp1	-3.4062129314454603	-1.4371833931823457	-3.873254876888806	0.004817082948778548	0.009827311444166792	-1.8337811697776862
Mettl6	-0.6328439990069441	6.016814894965382	-3.875958150293926	0.004798836400872276	0.00979344295316855	-3.0892807822237893
Ppp2r3c	-0.5738470644862694	5.578437044818825	-3.8764741183722156	0.004795362158210518	0.009788030491283118	-3.04984167519208
Fam110b	-3.539946012408527	-0.4102731212827566	-3.877672752210839	0.004787301638351011	0.009774929395679496	-1.9523380682574025
Dap3	-0.45094404563839774	6.189487432849192	-3.87869411916919	0.004780444669153164	0.00976260278403732	-3.0960785408494207
Jade3	-1.3067046914245464	3.8633284748511074	-3.8787465790705866	0.004780092763194482	0.00976260278403732	-2.7648004151877057
Tslp	-2.789787693754784	0.8319293402978071	-3.8805172325751096	0.0047682313441677155	0.009744346444157366	-2.1734514438109427
Seh1l	-0.47267505419702704	6.805160096865386	-3.8828412950399556	0.0047527106191355565	0.009717632256814001	-3.109769241701092
Ice1	-0.6440433904805722	4.878243347523146	-3.882988124323969	0.004751731875857985	0.009717299847812636	-2.9466246358394272
Ndufa12	-1.2387591811258316	2.2906698267887053	-3.8835257995713213	0.004748149654822683	0.009711642293475153	-2.4537022856779753
Brms1	-0.5923548087217769	5.610940132077749	-3.8842363877416113	0.004743419860700256	0.009705090647867844	-3.041518528456443
Atp5g3	-0.783864219727473	4.122149898639932	-3.885055391852818	0.004737974704686323	0.009695827919215428	-2.806831260402543
Tpt1	-0.5112236717476213	5.894191299046062	-3.8864828969157013	0.0047284999574831975	0.009678102199380256	-3.064239328817332
Tesk1	-2.9299627102303654	-0.49548284375891105	-3.8897512842298583	0.004706883272118409	0.009638829074276193	-1.9226750307669525
Hscb	-1.659139824894523	1.5718007757595864	-3.8906433143997083	0.004701001946955034	0.009630097931941953	-2.312731385831766
Ufm1	-0.626565768643573	4.851824853693175	-3.8909349000648836	0.0046990811783206125	0.009627819739990573	-2.9304226566822917
Thoc7	-0.7239570342693984	4.794984229329339	-3.891366875228135	0.004696237167384001	0.009623648832164187	-2.9203386723789766
RP24-77E13.10	-3.3608059786596742	-0.777521937424509	-3.892209279779099	0.004690696311469469	0.009613949093536838	-1.8801245887707578
Slirp	-1.0740839020715702	1.9538681407438736	-3.892638104729392	0.004687878442001991	0.009609827949462071	-2.380670700420005
Mdh1	-0.5587286703482963	7.779283344443139	-3.8927987087185305	0.00468682355828045	0.009609320007729816	-3.0826852603325525
Wdr83	-0.616295979616039	4.616187586650521	-3.8931792688166578	0.00468432496980267	0.009605851376243642	-2.886675855055514
Atg2b	-0.8220370421022922	5.415013656553231	-3.8937622958440774	0.004680499846773028	0.009599660839910365	-3.0057387910324644
Gnl1	-0.8316253830972453	4.637810839988863	-3.8942151186825313	0.004677531281008804	0.009595225263902624	-2.8889238046769323
Ccdc158	-3.358029800797235	-0.4486936254485752	-3.895856449687302	0.00466678815633572	0.009574837116893518	-1.9208918925127882
Ppib	-0.7790640886770523	6.496174068002717	-3.8964791871864084	0.004662719041843863	0.009569078036146626	-3.0829688434652818
Tmem69	-0.7508867894611981	3.8341118606277096	-3.899637936625586	0.004642137609828298	0.009539055985953697	-2.727729965307886
Hormad2	-4.366644456832678	-0.8329580404244631	-3.901823743630918	0.004627952686676052	0.009511549229684979	-1.8594756831452655
Tmlhe	-2.7162293332863987	0.09985767471319353	-3.903712206324392	0.004615734872260659	0.00948807655199161	-1.997997973414348
Sf3a2	-0.5659273189414034	4.823490753389038	-3.9046921049284977	0.004609408861550797	0.00947834575226663	-2.905151227586259
Gpn2	-0.759195654388233	4.330585349805764	-3.9093869766856586	0.004579228702042889	0.00941791275289733	-2.81030443663625
Fsd1l	-1.4705204572392305	1.682031703668241	-3.909488696289535	0.004578577168874809	0.00941791275289733	-2.306081440846861
Mrps18a	-0.8388158196578241	4.162563098064804	-3.910996489417064	0.004568931137715176	0.009399981704792965	-2.775915830321402
Dusp22	-2.2186656351784024	0.2334532531140274	-3.9124166762311634	0.00455986552275743	0.009382951765286892	-2.009340778162719
Dut	-0.7849440701991819	5.898535908090359	-3.913600559385111	0.004552323093163889	0.009369050777391403	-3.0240025687454573
Pi4k2a	-1.584185069730753	2.2541135809861226	-3.913978701070583	0.004549916805752398	0.009367086223927791	-2.4022453144810454
Rpl35a	-0.9408156364814868	4.185537908371783	-3.915419812798299	0.004540758873994634	0.009350717507245806	-2.7737452092522226
Rps15	-0.9887671177529627	4.477481768837266	-3.916658049743922	0.0045329059787580055	0.00933715892441052	-2.8266029703153093
Nkg7	-0.6095073554295318	6.849156082973677	-3.9166982290576065	0.004532651406155833	0.00933715892441052	-3.0595157667889685
Psmd11	-0.5060913927567396	7.302484100929677	-3.9168787205010873	0.004531508017658192	0.00933715892441052	-3.057322130319741
Utp11l	-0.77279200462322	4.867282738527864	-3.9188497210012945	0.004519042145901599	0.009313435310559882	-2.891261327452974
Erbb3	-1.1116601620804185	2.730148087141812	-3.9209895002171535	0.0045055505023814954	0.009287237583336926	-2.477320095030369
Rasa3	-0.5667071753537796	6.917668204588176	-3.9211008547402018	0.0045048495801814255	0.009287237583336926	-3.0532297412671205
Vwf	-1.4061710817677926	2.107856003161782	-3.9242417017349016	0.004485127657977228	0.009253150215885787	-2.3613520122905562
Fth1	-0.6341616688366782	7.552036598151154	-3.9243371346258065	0.00448452987226562	0.009253150215885787	-3.0414579276307174
Fktn	-0.7140950261878438	3.483520194536196	-3.925416625425535	0.004477773966013077	0.009241181632752938	-2.617405926439342
Gng10	-0.787305585233419	5.960914814237599	-3.9266260403014797	0.004470217926220712	0.009227187002355029	-3.009317386176969
Rnf123	-0.8006156430449787	5.702263189390112	-3.928662407599942	0.004457526285591913	0.009202585045302119	-2.9842227142023923
Trmt10c	-0.6311274861897287	5.5310836709648985	-3.9339346683250853	0.00442484650773713	0.00913828664720178	-2.9588134029308906
Dis3l2	-0.9654011991723435	4.766958952085014	-3.9345261023902345	0.0044211966321577945	0.009132332946299566	-2.8512553722652463
Cops4	-0.4943100743971849	7.0359624286133435	-3.935231256879951	0.0044168491893394	0.009126519689044585	-3.0322259124252566
Ddx47	-0.4972995645627192	6.820872563686732	-3.9355171379317193	0.0044150879745572915	0.009124464055733226	-3.031152259297418
Milr1	-0.7105349355115891	5.426646201847698	-3.9360202312333596	0.004411990422245672	0.009121229027132655	-2.943946442503754
Hs1bp3	-0.7097611464518452	3.9336063020121697	-3.936263778345537	0.004410491738365423	0.00911971424747807	-2.6933118543935732
Hnrnpc	-0.5076817562725662	8.136436873146447	-3.936379504713725	0.004409779799959508	0.00911971424747807	-3.005589343853985
Dag1	-1.1235444423441576	4.506166997197202	-3.936951492834541	0.004406262792751953	0.009114135651581784	-2.801579235255568
Phax	-0.9508981576448852	4.567802454128593	-3.9369570365435447	0.004406228720670176	0.009114135651581784	-2.8127251988941566
Tmem42	-1.6150029617718769	1.6454764430537718	-3.9374897275979155	0.0044029560789396556	0.009112045033174958	-2.258047277630191
Ttc1	-0.4883905405880764	5.688619606063735	-3.939403146816848	0.004391222319617682	0.00908934160941727	-2.9668660147238395
Eif3c	-0.49439478719621555	8.356343513630875	-3.9403958958163705	0.004385147678986465	0.009078346073033011	-2.9912124468434573
Skp1a	-0.6627790769880972	6.7243140421084835	-3.9425132902159326	0.0043722214754916095	0.00905473454291235	-3.019466731773597
Nxf2	-1.9257936661548762	0.16147328167930197	-3.9434032757838597	0.004366800548683023	0.009046655182289903	-1.952062686914771
Men1	-0.6334964412474084	6.313671561124273	-3.945613598624967	0.0043533686357754885	0.009020398012102849	-3.0023479769244767
Tgs1	-0.525327813756971	5.978589152326861	-3.9457079677595654	0.004352796153249651	0.009020398012102849	-2.9821931200234264
Hint2	-1.3532761743952662	1.7616534709863376	-3.9480265432552972	0.004338756094872466	0.008996382804867916	-2.2644223302877773
Harbi1	-1.0337105944332725	3.8373021587935963	-3.948341172714445	0.004336854620582288	0.008994006464492723	-2.6559579637940764
C130074G19Rik	-3.057281084596284	-1.0674014476241875	-3.9492663601458693	0.004331268405548883	0.0089839863478162	-1.765073655751495
Slc8a1	-2.995274304589164	-0.8089805719321083	-3.9502904330747683	0.004325094144716267	0.008972742792645387	-1.7950371850746016
Bbx	-0.6087506728518521	5.54948268694725	-3.9508723571283135	0.004321589869745221	0.008968598394489559	-2.9355784858872473
Zfp322a	-0.8595678064744918	5.46146537960511	-3.9509233198310927	0.004321283124010216	0.008968598394489559	-2.9256799991451343
Zfp874b	-1.7022219620053418	1.79940489645359	-3.951217117725042	0.004319515203756321	0.008967419008879296	-2.2666478976749627
Fam133b	-0.6569258989804432	4.51528592956716	-3.951239430854841	0.004319380966920623	0.008967419008879296	-2.7819827630963516
Fut4	-0.7209753502100158	4.997280014650053	-3.9525330866817154	0.004311605934694071	0.00895412179634879	-2.8615159345345607
Pkd1	-1.1625621336101233	4.239863287776834	-3.9542043072436397	0.004301583956906368	0.008934867165200143	-2.7264808875691022
Cyp51	-1.1947075087622392	4.413273509774879	-3.9552503939757546	0.004295323528693787	0.00892653550927356	-2.7574012478969356
Ubtf	-0.5693387658883795	6.82723770665475	-3.9559059193038726	0.004291405453696794	0.008919949953162367	-3.000804106966058
Ssh1	-1.303290582379302	2.0821006907980153	-3.9561145211854356	0.00429015944626241	0.0089189171236599	-2.3099776758311164
Gm15446	-0.912756418320892	4.077523663518537	-3.959037268579114	0.004272742321594476	0.008885811367843464	-2.6879379712738434
Xlr4a	-2.696527963918869	1.523258661870463	-3.9626740018923825	0.004251176519157662	0.008844051657712933	-2.197578233481263
Atf6b	-0.5718993479091123	6.441839274435424	-3.9627114994589445	0.0042509547693952935	0.008844051657712933	-2.9821494547540146
Mrpl47	-1.0241952938519816	3.21145974729674	-3.9634744121706253	0.004246445823996531	0.008837298371002045	-2.506118786875171
Nab2	-2.782667378114375	-0.530444080300893	-3.963499267579781	0.004246299010780112	0.008837298371002045	-1.8139810855487477
Bcl2l2	-1.1409526246677029	2.1536125872325838	-3.9636204210393604	0.004245583472891169	0.008837298371002045	-2.311504413443193
Usp16	-0.5983810924407473	4.962199292419091	-3.9647938702742493	0.004238659733393727	0.008827266535907945	-2.837886915939001
Trmt44	-0.643837558340234	4.280397044738925	-3.968997263768124	0.00421395779058489	0.008783505156635802	-2.7122740659235074
Zfp60	-0.9910022929299003	4.4082798257589175	-3.9696253951988787	0.004210279786358948	0.008777375439746042	-2.735136750167001
Tmem120b	-3.284908182341296	-0.8419830690604014	-3.9706466758873873	0.004204307076588107	0.008766458853565326	-1.7626245145059958
Nfxl1	-0.8747075889325022	3.6556229963608113	-3.971791907113364	0.004197620308756194	0.008757117118635228	-2.5840325371478814
Mnd1	-1.816348238402659	0.29755486515736124	-3.9731788183179466	0.004189537730742752	0.00874178692993747	-1.9340285099864651
Amt	-3.1496989549123304	-1.4928563560432384	-3.9768961406363554	0.004167956530669549	0.00869980547933935	-1.6878799853360613
Pkp3	-4.293178746865723	0.33137288064992104	-3.978228224262144	0.004160252143419648	0.008686769908725769	-1.933041536989836
Cd274	-1.813277974686493	2.196238498897326	-3.979160759419944	0.004154867745316799	0.008677048829282899	-2.2962311506828925
Polr2d	-0.8013350065310743	4.546277795943819	-3.983398122685616	0.004130495723682905	0.008634297852354623	-2.739866340932272
Zmym1	-0.5951603061880402	4.622975408449611	-3.9840258469021275	0.004126898343246403	0.008629232819580553	-2.7526226577139266
Mphosph10	-0.48494097891423227	5.6756055710725635	-3.9874655708824593	0.0041072456152143055	0.008592666718457482	-2.894063329685933
Zcchc3	-2.7409247581667318	0.8302419637586674	-3.9882144074607258	0.0041029805265225365	0.008588271123202764	-2.0170106671770522
Rpl22l1	-0.7510922035654621	4.1188435509343	-3.9885805983832516	0.004100896577128217	0.008585418436308872	-2.6522650970543635
Cand1	-0.6863980260467537	7.2529228816765645	-3.9887232484842663	0.004100085080439193	0.008585229153659696	-2.9508742531176573
Zfp418	-1.424323894817261	1.7360261035442286	-3.9901618765489193	0.004091910776190517	0.008569620000232946	-2.19814862807349
Soat2	-1.2988362602297285	1.0959848941425985	-3.9906266406554627	0.004089273728799126	0.00856560397872667	-2.069229225752726
Slc25a51	-0.5574590210611596	6.46550852745398	-3.991278173199826	0.004085580044790133	0.008559372868779046	-2.94052956982224
Fam208b	-0.582552279943461	5.092423583569606	-3.9946009249049386	0.004066798373679266	0.008521524364136808	-2.8132776023384736
E130311K13Rik	-1.2337917027621321	1.3497658578618872	-3.996395715148049	0.004056692081354375	0.008503340831092464	-2.1136560752041937
Fggy	-4.675952271770322	0.6754894793348696	-3.9973027700368324	0.0040515948248253655	0.008494151784534389	-1.9723123743437752
H2afy2	-2.27325744128903	0.9481297664995594	-3.997502062590168	0.004050475810511833	0.00849330133849135	-2.0281654587008093
Zfp583	-1.489911207136306	1.3807995392553318	-3.998696392827783	0.004043776691077056	0.008480747804115453	-2.1166643551907027
Guca1a	-2.6123311591517755	-0.7122175784622947	-3.999573450363245	0.004038864779252757	0.00847193870010277	-1.7390888805299243
Tbc1d5	-0.716635714066026	5.635609015418001	-4.001840943775827	0.004026195541239203	0.008448340520619308	-2.8687133658350374
Tmem82	-2.6427661451668047	-0.48829288386022096	-4.0028283087372625	0.004020692177499826	0.008439767465675763	-1.7649367120643085
Gm14440	-1.5615286698747863	2.0710868490022714	-4.003554368624884	0.004016650438548575	0.008434257516994592	-2.2385590861314224
Ttc12	-3.802863360683072	-0.8549403489694397	-4.004540748420764	0.004011166586998791	0.008424228150433517	-1.7141572813739305
Slfn9	-0.654915159081205	5.747733801686983	-4.005225550143047	0.00400736412024708	0.008417727102269183	-2.8745891084291593
Tmem135	-0.8225899627295874	5.433240828376151	-4.005570230912137	0.00400545169520627	0.008415194614986033	-2.841279674124702
Pddc1	-0.6914163255572365	5.23993445788431	-4.006700984398885	0.003999184721894467	0.008404994404038045	-2.8157620160300016
Ppp5c	-0.4826344696949789	7.024841160900777	-4.008784838412481	0.003987663008657906	0.008383739322105073	-2.9228240918360253
Exosc7	-0.9109119012952354	5.491983655883364	-4.014094524294094	0.003958466726554533	0.008325296740215203	-2.8353038716824566
Caprin1	-0.49033936641881226	9.375612759789993	-4.014554448942889	0.003955948596965331	0.008321470670577603	-2.834861546928445
Tsn	-0.7164605454145914	6.489465729863039	-4.015271063024879	0.003952028505015272	0.00831642747710049	-2.905747980993671
Psme1	-0.5725890094046671	6.596102080559676	-4.018947249710586	0.003931984311837718	0.008281302886385967	-2.9032713377944788
Copb2	-0.46933904269426385	7.7176966231064466	-4.020474034693561	0.003923691795223695	0.0082691068949893	-2.8942104364505923
2700062C07Rik	-1.2161342465022118	2.6547051309462573	-4.020687332364967	0.003922534798798692	0.00826871446786424	-2.316828027997225
Commd7	-0.573384519364672	6.025353988973398	-4.021249634203567	0.003919486449543009	0.008263751667834083	-2.8733216150587726
Dars2	-0.4921670795450508	5.958261442354464	-4.021713151099284	0.0039169755506458315	0.008259920458021479	-2.867697827355741
Ak4	-6.134390605839215	2.6116893958112173	-4.025924478333783	0.0038942417212718817	0.008213435240648898	-2.3013323144309163
Armc5	-0.7991567028906319	5.050192888532444	-4.027220380265568	0.0038872747237980983	0.008200193632448645	-2.758748858941842
Mtpap	-0.8375635321756327	5.60303115660474	-4.031819552386207	0.003862656895328319	0.008151150832289785	-2.8209972544487707
Zdhhc12	-0.9104905999897817	4.018269277089944	-4.032330965017569	0.0038599298636610704	0.008146840091605868	-2.5679238746701882
Rab11fip3	-1.9662094208927936	0.24862689853878767	-4.033063956158352	0.003856024912177089	0.008140041241911422	-1.839917323558586
Rhebl1	-1.7146709005009924	1.8494945247144248	-4.035321035286092	0.0038440271991457	0.0081161531890457	-2.1529634979868213
Toe1	-0.6980378581615634	5.129465905396107	-4.035779133678211	0.003841597045763899	0.008112460877414861	-2.7575176111753974
Thumpd3	-0.7441209822350467	5.883906074374874	-4.037155614433184	0.00383430494065344	0.00809849824790134	-2.839113896989107
Ifitm7	-3.0382806511455582	0.32595802010029534	-4.037279781883636	0.003833647879068125	0.00809849824790134	-1.8479069869794484
Pik3c3	-0.6132932601909511	5.670258695603359	-4.038733654220225	0.003825963383848375	0.008089490329976691	-2.8175646999628805
Mdn1	-0.5693406995310566	6.036714943285523	-4.040097939943423	0.003818767487679281	0.008078579550161606	-2.8462132195122205
Itga4	-0.634356465809268	6.94968097338507	-4.042646019189018	0.0038053667032610697	0.0080516609150571	-2.87263933989271
Rgs12	-1.0066854742042928	4.366427152025806	-4.044879234602934	0.0037936634856141904	0.00802975243728401	-2.616099289852696
Fxn	-0.9969133965740453	3.5864004803388347	-4.0459556738861275	0.0037880362324694936	0.008020693470350665	-2.4604741288706746
Gm20257	-1.3116177972881373	1.4579021402954517	-4.046080443627428	0.0037873845610021536	0.008020693470350665	-2.063373894563865
Kpnb1	-0.5683927672682625	7.349664228798432	-4.046967527869633	0.003782754806268956	0.008012360562789218	-2.8631921765138824
Bcs1l	-0.722652681681339	4.812662120038776	-4.047330200090897	0.003780863750527119	0.008009780038038412	-2.69159041516213
Ggct	-1.3902154199752643	2.206044324934835	-4.047890675361191	0.0037779433071213325	0.008005017443421709	-2.1974635173223778
Gatc	-0.7878144207166464	4.956586093364055	-4.048143777511252	0.0037766252755838214	0.008003649079939654	-2.7135681757257943
Gcfc2	-1.4935352372271222	1.6289128958416672	-4.049353134503783	0.0037703343730303676	0.007994586116705175	-2.091838046395499
Zcchc10	-1.1496978155119617	3.407286102216491	-4.050235688566175	0.003765750577725253	0.007986425543753754	-2.417650239934301
Pbdc1	-0.609621941173387	5.336142693301736	-4.051548388264142	0.003758943800234075	0.007980167948497093	-2.7616223216338183
Zfp950	-0.6907524981572921	5.003374163607715	-4.052323754059918	0.0037549295022024326	0.007973281728771564	-2.7145803599222864
Helb	-0.5752766301822794	5.169308458817325	-4.053922553937344	0.0037466666143981748	0.007958574970744812	-2.7363095307150047
Evl	-2.509395475062707	1.0571515548431605	-4.0582905258738045	0.0037241918443386983	0.007912246270288463	-1.9634446875653557
2700094K13Rik	-1.0057449758164756	3.8325287082241872	-4.060069995423749	0.0037150775181127166	0.007894291081679458	-2.4900179340431814
H2-K1	-0.5049465441563701	9.788006024988444	-4.060088763182813	0.00371498151905016	0.007894291081679458	-2.746280431026479
Vps41	-0.6309846091805547	6.277414356779283	-4.061951651638299	0.003705465935147567	0.007879435020652236	-2.8279499576489107
